name,CountryCode,id,lat,lon,1961 green,1962 green,1963 green,1964 green,1965 green,1966 green,1967 green,1968 green,1969 green,1970 green,1971 green,1972 green,1973 green,1974 green,1975 green,1976 green,1977 green,1978 green,1979 green,1980 green,1981 green,1982 green,1983 green,1984 green,1985 green,1986 green,1987 green,1988 green,1989 green,1990 green,1991 green,1992 green,1993 green,1994 green,1995 green,1996 green,1997 green,1998 green,1999 green,2000 green,2001 green,2002 green,2003 green,2004 green,2005 green,2006 green,2007 green,2008 green,2009 green,2010 green,2011 green,2012 green,1961 blue,1962 blue,1963 blue,1964 blue,1965 blue,1966 blue,1967 blue,1968 blue,1969 blue,1970 blue,1971 blue,1972 blue,1973 blue,1974 blue,1975 blue,1976 blue,1977 blue,1978 blue,1979 blue,1980 blue,1981 blue,1982 blue,1983 blue,1984 blue,1985 blue,1986 blue,1987 blue,1988 blue,1989 blue,1990 blue,1991 blue,1992 blue,1993 blue,1994 blue,1995 blue,1996 blue,1997 blue,1998 blue,1999 blue,2000 blue,2001 blue,2002 blue,2003 blue,2004 blue,2005 blue,2006 blue,2007 blue,2008 blue,2009 blue,2010 blue,2011 blue,2012 blue
Mauritius,137,480,-20.2833,57.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,270,175,-12.8333,45.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,138,484,23,-102,971469,1053333,1164269,1270365,1297555,1170834,1110077,1327501,887470,749106,883223,931424,867666,1147135,457405,497866,931968,815878,778562,826725,716280,377375,507865,643434,481643,319539,586136,695146,359905,442348,447344,72351,59260,265035,487233,596361,469219,549708,335650,174439,215735,96066,148483,305951,308228,323013,303536,279716,202922,347526,604629,485681,2549202,2764018,3055122,3333526,3404875,3072351,2912919,3483453,2328783,1965706,2317639,2444120,2276815,3010161,1200262,1306436,2445548,2140919,2043000,2169383,1879567,990258,1332674,1688416,1263864,838492,1538062,1824110,944415,1160752,1173863,189853,155501,695469,1278533,1564891,1231262,1442473,880768,457740,566103,252085,389630,802838,808811,847609,796499,733995,532483,911932,1586589,1274461
Micronesia (Federated States of),145,583,7.4255540,150.5508120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,140,492,43.7333,41736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,141,496,46,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,273,499,42,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,142,500,16.75,-62.2,888,699,799,699,644,286,494,515,158,229,307,100,71,21,71,71,71,82,30,19,109,70,60,59,59,59,60,60,60,93,86,57,42,41,56,61,55,70,58,65,76,64,84,85,80,81,73,60,50,43,44,43,68,53,61,53,49,22,38,39,12,17,23,8,5,2,5,5,5,6,2,1,8,5,5,4,4,4,5,5,5,7,7,4,3,3,4,5,4,5,4,5,6,5,6,6,6,6,6,5,4,3,3,3
Morocco,143,504,32,-5,3087,6655,9845,11936,16550,20275,11936,12966,14397,12428,18018,18315,12396,12005,10460,14579,11779,8082,10508,11936,14251,13875,14927,8477,15050,16794,22062,18706,19901,19464,14216,5793,471,2055,511,2028,2234,1262,539,308,268,448,93,134,181,146,146,146,141,141,141,128,9429,20326,30072,36457,50549,61929,36457,39602,43973,37961,55036,55941,37862,36667,31949,44530,35978,24687,32096,36457,43527,42381,45592,25892,45968,51294,67385,57137,60786,59452,43420,17694,1438,6277,1562,6193,6823,3856,1648,941,817,1369,285,409,552,446,446,446,432,432,432,390
Mozambique,144,508,-18.25,35,1068268,1231503,830662,1163096,820531,1137261,1279179,1224208,1309500,1320313,1009415,1290301,1007585,1013705,1129229,811291,492535,696094,376519,608223,695112,521334,231704,202741,28963,116016,260667,202905,260667,231704,382311,475321,448926,484009,492371,492371,692215,868890,868890,327822,1016981,1185040,771267,1321092,1109383,1545256,1602792,1798981,1798981,561065,1038071,2538915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,28,104,22,98,310882,429514,489729,472138,605239,410747,378250,440923,292785,306940,380539,383021,389999,335993,381342,330984,283721,370516,461396,441557,657593,845363,863921,920379,1113909,878661,695453,639277,526905,550595,545623,561596,606465,380982,760909,1452088,1491994,1454430,1406064,1561625,1357265,1252603,1406000,1650671,1572757,1700011,1700011,1753325,2286462,3539336,4748161,3558695,257,355,405,391,501,340,313,365,242,254,315,317,323,278,315,274,235,307,382,365,544,699,715,761,922,727,575,529,436,456,451,465,502,315,630,1201,1234,1203,1163,1292,1123,1036,1163,1366,1301,1406,1406,1451,1892,2928,3928,2944
Namibia,147,516,-22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,772,952,1287,1930,3861,6402,6434,10295,16205,18982,12332,5450,4958,30445,325,756,98091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,114,141,190,286,571,947,952,1523,2398,2808,1825,806,734,4505,48,112,14513,,,,,
Nauru,148,520,-0.5333,166.9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,149,524,28,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13767,14914,14168,17816,33350,29151,30401,18401,8076,7778,8535,5266,1721,700,645866,1174567,654,516,792,677,1250,1549,1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,5,4,4,3,1,1,1,1,,,89,162,,,,,,,
Netherlands Antilles,151,530,12.2260790,-69.0600870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,150,528,52.5,27515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,153,540,-21.5,165.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,156,554,-41,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,157,558,13,-85,305916,513599,660664,852019,1128244,1014658,1050711,936397,852165,628626,720564,938861,977530,1335211,1123519,1008299,1078169,1128928,1036276,197838,681188,575453,725970,778197,619378,454306,444367,316209,232551,207251,264080,231248,13752,9935,51769,22046,12734,13980,10830,8207,7072,8519,9357,9542,9836,10132,10354,10354,10947,11722,11944,12534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,158,562,16,8,4414,8750,10142,13346,11467,12948,12084,13210,20365,19044,16736,10192,6920,15666,22577,14161,7457,8331,6430,6136,3858,4259,8310,7985,9274,16875,14991,9994,10451,4871,5316,10631,8770,11906,20676,15042,11906,8234,23456,21850,24827,14341,14200,18211,21263,20626,22028,21900,24446,6409,17991,17832,4390,8703,10088,13276,11406,12880,12020,13140,20257,18943,16648,10138,6883,15583,22458,14086,7418,8287,6396,6103,3838,4236,8266,7942,9225,16785,14912,9941,10395,4846,5288,10575,8724,11843,20567,14962,11843,8190,23331,21734,24696,14265,14125,18114,21150,20516,21911,21784,24316,6375,17896,17737
Nigeria,159,566,10,8,539810,539810,455134,497472,486887,486887,551592,285782,592733,965303,408649,397082,515410,301231,517158,629081,860848,415739,390353,306103,285443,221087,207316,132544,114926,372643,559522,659641,684211,993556,1077035,1247585,715774,816831,961232,1169140,1313731,1359471,1429154,1499654,1509041,1545774,1639838,1762063,1942816,2122562,1686584,1839365,1334084,2244788,1053091,1139468,95280,95280,80334,87807,85939,85939,97359,50442,104621,170382,72129,70088,90973,53169,91282,111037,151945,73381,68900,54029,50382,39023,36593,23395,20285,65774,98759,116431,120768,175369,190103,220206,126339,144176,169663,206360,231882,239955,252255,264698,266355,272839,289442,311015,342919,374645,297692,324659,235474,396219,185877,201123
Niue,160,570,-19.0333,-169.8667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,163,580,17.3308300,145.3846900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,162,578,62,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occupied Palestinian Territory,299,,31.7857000,35.2007000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,221,512,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Islands Trust Territory,164,,15.1778010,145.7509670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,165,586,30,70,930394,1051537,1201388,1083976,1197081,1337591,1493820,1518715,1537389,1557308,2030974,2014789,1890301,1820594,1475160,1248272,1649851,1358415,2090443,2051114,2147283,2365169,1419816,2895304,3492530,3788001,4214703,4093723,4179014,4700999,6260794,4420762,3926284,4246596,5173247,4577206,4486301,4293997,5488237,5240142,5182186,4985830,4906312,6965719,6357432,5948695,5403045,5493016,6033724,5341503,6529677,5963110,2042464,2308407,2637369,2379619,2627916,2936372,3279337,3333988,3374982,3418711,4458534,4423004,4149719,3996695,3238374,2740294,3621866,2982086,4589085,4502749,4713864,5192183,3116879,6355972,7667044,8315682,9252408,8986825,9174062,10319959,13744128,9704762,8619250,9322422,11356669,10048201,9848638,9426481,12048158,11503524,11376294,10945240,10770675,15291628,13956276,13058988,11861138,12058650,13245649,11726038,14334399,13090632
Palau,180,585,7.5149800,134.5825200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,166,591,9,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,168,598,-6,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,169,600,-23,-58,197663,248823,270863,269510,327341,213811,202896,222259,303389,276506,123976,319276,551375,587705,758411,796185,1706124,2123539,1719452,1749775,2504094,2077581,2242009,2824701,3706609,2428878,1870384,4186322,4686282,4921888,4717257,3181482,3371412,3067523,3511173,2515851,1078510,1688406,1537805,1877017,2239905,943591,1326722,2536868,1593229,1382753,806606,489806,138275,116230,251500,171615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,170,604,-10,-76,597079,658720,661381,622001,582460,535416,405386,453476,400560,408189,384032,336914,352914,372544,401801,248181,261471,299440,368615,387395,429666,386306,158648,305914,439377,458871,302989,422936,471212,355031,275469,160608,142134,258099,333551,413452,224460,146646,211247,226519,202093,189804,202431,269551,301805,308953,275386,188944,128923,169953,195385,202670,697269,769253,772361,726372,680197,625258,473410,529569,467774,476683,448473,393448,412133,435057,469223,289826,305345,349686,430469,452400,501764,451128,185269,357247,513104,535870,353830,493905,550282,414605,321693,187558,165984,301408,389521,482829,262124,171253,246695,264529,236004,221653,236398,314782,352448,360795,321596,220649,150557,198471,228170,236678
Philippines,171,608,13,122,2318,2666,296,383,315,279,226,188,188,139,104,209,157,296,3796,7574,11370,15166,45497,79606,90976,79606,87197,56866,79606,90976,90976,83402,94772,72661,90038,219220,111508,41805,46963,37766,24796,19675,18282,6462,14450,26346,12939,24935,29931,15322,7887,4283,733,207,296,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,173,616,52,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,174,620,39.5,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,177,630,18.25,-66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,179,634,25.3548260,51.1838840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Korea,117,410,37,127.5,73534,46568,31615,33582,31195,36173,31329,33461,35781,35239,31836,30118,30706,24361,14794,15316,13147,15024,20402,19052,11087,9355,7981,6652,4989,2894,1447,1628,1544,1426,1267,1030,,,,,,,,,,,,,,,,,,,,,13,8,6,6,6,6,6,6,6,6,6,5,5,4,3,3,2,3,4,3,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Moldova,146,498,47,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,183,642,46,25,486,59,,,,,,,,,,,7636,20363,15272,509,2545,5091,6109,1018,2036,3054,15272,15272,18326,16290,19345,30166,29732,2292,956,373,59,200,102,77,90,76,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,185,643,60,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,184,646,-2,30,2544,2679,2230,3677,2985,2814,3165,2248,2778,2311,2760,2167,2221,899,2140,1618,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,28,23,38,31,29,33,23,29,24,29,22,23,9,22,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,182,638,-21.1,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Helena, Ascension and Tristan da Cunha",187,654,-15.9333,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,188,659,17.3333,-62.75,999,807,557,599,578,722,300,171,150,92,92,165,292,321,428,478,307,195,49,69,111,68,123,123,123,123,123,123,123,99,60,30,30,40,29,30,20,10,19,9,9,9,9,9,9,9,9,9,9,,,,76,61,42,46,44,55,23,13,11,7,7,13,22,24,33,36,23,15,4,5,8,5,9,9,9,9,9,9,9,8,5,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,
Saint Lucia,189,662,13.8833,-61.1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,190,666,46.8333,-56.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,191,670,13.25,-61.2,657,1314,328,508,657,657,508,328,328,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,100,25,39,50,50,39,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,244,882,-13.5833,-172.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,192,674,43.7667,828341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,193,678,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,194,682,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,195,686,14,-14,2820,2125,5133,246,2012,7645,27319,63892,70988,76628,140308,155453,217787,277032,204983,302047,242374,227937,177273,131332,275758,325112,208497,329834,192605,186931,265125,270654,211670,255994,358945,338239,328186,209521,226431,280892,284246,80321,87944,151142,257042,250385,383866,249571,237736,356113,304744,265115,151342,181638,225283,240392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia and Montenegro,186,,43.8740424,21.3175303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,272,688,44,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,196,690,-4.5833,55.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,197,694,8.4605550,-11.7798890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,200,702,1.3520830,103.8198360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,199,703,48.6667,41778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,198,705,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,25,90,-8,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,201,706,5.1521490,46.1996160,21390,26738,15307,19550,19608,19608,19608,21390,21390,23173,27143,16968,8996,7183,17957,18857,19753,19753,24240,24240,17957,29632,24240,24240,24240,24240,37715,35915,17957,17957,17957,23728,35915,31086,36712,45858,44999,35650,41464,35915,35420,37420,37403,37781,38962,38295,38997,39114,39114,39114,44102,41162,14029,17537,10039,12822,12860,12860,12860,14029,14029,15199,17803,11129,5901,4711,11778,12368,12956,12956,15899,15899,11778,19435,15899,15899,15899,15899,24736,23556,11778,11778,11778,15563,23556,20389,24079,30078,29514,23382,27195,23556,23231,24543,24532,24780,25555,25117,25577,25654,25654,25654,28926,26998
South Africa,202,710,-29,24,21131,29861,55128,45940,76259,60637,45103,55365,85278,59648,51656,51526,59554,137989,142381,52061,122637,180209,199128,231271,201696,129693,95556,116402,158859,159842,201751,269896,258541,205783,159854,72723,43746,93251,87666,156082,99702,143259,174617,103953,137105,70150,62741,109006,66715,56368,42130,38183,32837,29949,66715,47043,57795,81673,150781,125651,208576,165849,123362,151430,233245,163145,141285,140930,162888,377414,389428,142393,335426,492891,544637,632552,551662,354725,261356,318373,434497,437185,551812,738195,707137,562840,437217,198906,119651,255052,239776,426901,272695,391829,477598,284323,374997,191869,171605,298143,182474,154172,115230,104435,89814,81915,182474,128669
South Sudan,277,728,12.8628070,30.2176360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,203,724,40,-4,121308,128476,110548,87430,92778,102300,74000,87849,67095,61997,49206,65686,52744,60084,50270,45385,53636,36317,46693,68293,78444,60646,45661,58994,77542,95817,90670,134048,68390,89418,90333,73010,32328,47745,36006,98246,129019,118031,138460,103473,112453,106757,102931,123084,121517,50917,44330,19881,28229,40968,61625,67390,655621,694362,597469,472521,501426,552887,399938,474787,362620,335070,265940,355005,285060,324732,271688,245288,289880,196279,252357,369095,423957,327767,246777,318840,419080,517849,490034,724475,369622,483265,488213,394589,174719,258042,194600,530980,697294,637909,748321,559228,607761,576978,556299,665220,656751,275187,239583,107446,152565,221413,333057,364217
Sri Lanka,38,144,7,81,18967,1501,10873,4022,6090,11383,10264,4119,12966,9277,13185,16979,18004,19996,39214,50160,41604,60765,72091,30221,36045,29121,9486,453,19,95,95,36,93,17,,,,,,,,,,,,,,,,,,,,,,,5455,432,3127,1157,1751,3274,2952,1185,3729,2668,3792,4883,5178,5751,11277,14426,11965,17475,20733,8691,10366,8375,2728,130,5,27,27,10,27,5,,,,,,,,,,,,,,,,,,,,,,
Sudan (former),206,729,15,30,710811,1283871,971821,617792,923838,931027,1112949,1092890,1359235,1400139,1516095,1420919,1152512,1561586,1381547,655577,962837,1183812,736631,696742,586053,931112,1163142,1321252,1233323,872601,1025670,695147,817022,724068,515941,344255,296930,324201,522530,585148,443420,332432,296167,303799,459999,356779,421833,492484,643540,538018,514837,226501,357744,99822,146118,593027,1542701,2786434,2109180,1340817,2005042,2020643,2415476,2371941,2950001,3038775,3290441,3083875,2501340,3389170,2998424,1422824,2089683,2569274,1598739,1512167,1271933,2020829,2524411,2867565,2676730,1893840,2226051,1508704,1773213,1571474,1119766,747151,644440,703627,1134068,1269970,962371,721490,642782,659347,998354,774332,915520,1068858,1396700,1167682,1117372,491583,776426,216648,317125,1287069
Sudan,276,736,15,30,710811,1283871,971821,617792,923838,931027,1112949,1092890,1359235,1400139,1516095,1420919,1152512,1561586,1381547,655577,962837,1183812,736631,696742,586053,931112,1163142,1321252,1233323,872601,1025670,695147,817022,724068,515941,344255,296930,324201,522530,585148,443420,332432,296167,303799,459999,356779,421833,492484,643540,538018,514837,226501,357744,99822,146118,593027,1542701,2786434,2109180,1340817,2005042,2020643,2415476,2371941,2950001,3038775,3290441,3083875,2501340,3389170,2998424,1422824,2089683,2569274,1598739,1512167,1271933,2020829,2524411,2867565,2676730,1893840,2226051,1508704,1773213,1571474,1119766,747151,644440,703627,1134068,1269970,962371,721490,642782,659347,998354,774332,915520,1068858,1396700,1167682,1117372,491583,776426,216648,317125,1287069
Suriname,207,740,4,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,209,748,-26.5,41790,42594,23248,33868,26862,35623,46488,67568,44667,33897,41200,58345,64102,73139,104508,120956,108806,84015,127411,91515,132534,142982,82240,51869,102163,98413,113699,85789,152056,186178,225338,228653,50939,87363,65179,42376,95818,140997,113447,128861,65870,53242,34121,10691,28414,27782,8567,6389,7762,8540,10471,9909,9369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,210,752,62,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,211,756,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,212,760,35,38,22946,28537,29039,33341,34076,26787,23804,28308,27360,27898,29390,29628,29395,28636,27658,29291,28329,27148,24407,22460,24985,29728,36913,30078,32048,29814,23603,33897,29583,30307,38925,48400,41214,37655,41225,50753,70428,63861,60104,68274,66053,48975,54893,64976,65555,46525,40887,42753,43644,32060,32801,21780,702612,873818,889189,1020940,1043442,820238,728889,866814,837770,854250,899944,907218,900094,876843,846924,896913,867455,831295,747376,687736,765061,910281,1130296,921007,981342,912926,722744,1037958,905853,928030,1191902,1482045,1262008,1153011,1262340,1554088,2156546,1955468,1840425,2090598,2022600,1499646,1680876,1989626,2007337,1424641,1251992,1309120,1336424,981690,1004405,666930
